TotalGHGEmissions,SiteEnergyUseWN(kBtu),log-SiteEnergyUseWN(kBtu),log-TotalGHGEmissions
21.38,1214676.0,14.009988755792707,3.108167702883779
1185.15,46904800.0,17.66363059491513,7.078468047108374
134.69,4617864.0,15.345443035034885,4.910372872157861
291.28,15302825.0,16.543548075188987,5.677712246923017
46.15,6619941.0,15.705597166545505,3.8533340090794663
93.67,2512319.0,14.736717186992028,4.5503971601407995
87.03,7344347.0,15.809441595780715,4.4776776654728145
14.65,911789.0,13.723164979383942,2.750470916986162
230.45,13355228.0,16.407418551515093,5.444363867477279
325.3,11511880.0,16.258890190456302,5.787817203599275
154.6,8812398.0,15.991670265044077,5.047288611744291
33.02,4971330.0,15.419198169060007,3.5269485869677157
28.21,4154068.0,15.239598893776149,3.3745111163996495
38.15,5471735.0,15.515106491506632,3.667400422436812
100.96,12229610.0,16.319370700125614,4.6245805795079145
97.97,10328702.0,16.150437276581755,4.5948167739086
54.65,7838600.0,15.874570932526037,4.019082077721554
15.25,1335590.0,14.104884448484459,2.7880929087757464
5.54,183521.0,12.120089830298584,1.8779371654691073
23.84,1156549.0,13.960951993614447,3.212455257065278
56.26,8070420.0,15.903716207410804,4.047602299669969
2.85,408513.0,12.920281464420759,1.3480731482996928
2.98,427697.0,12.966172618029178,1.3812818192963463
97.01,2457017.0,14.714458977483806,4.585069514281089
39.35,1465535.0,14.197731603826252,3.6975913947159578
30.1,1878979.0,14.446239634379403,3.4372078191851885
11.11,1593187.0,14.281247598250214,2.494031557565001
3.72,533078.0,13.186424909800856,1.551808799597464
64.75,2120938.0,14.567369473114383,4.185859671057874
42.86,2886059.0,14.875402808120635,3.781002742989742
6.58,340270.0,12.73749763793318,2.0255131996542803
194.3,10517501.0,16.168551284606053,5.274536837882633
166.45,22845550.0,16.944266951751903,5.120684799240213
29.02,992738.0,13.8082230685997,3.401863826205316
377.36,14570952.0,16.494540584405723,5.9358461233449695
328.17,11688054.0,16.27407793808264,5.796574334638172
226.92,13575377.0,16.423768268700467,5.428994690189652
11.09,1575581.0,14.270135285794286,2.492378664626701
67.61,9697866.0,16.087416522385524,4.2284382967028
184.4,11135668.0,16.22566393769505,5.2225156531317545
38.08,5375518.0,15.4973656854561,3.6656108271745818
76.67,3392065.0,15.036949733251804,4.352469082431556
47.78,5917000.0,15.59334029066338,3.887320392787774
364.9,13855412.0,16.444186544568254,5.902360072025161
184.83,19045430.0,16.76233778825048,5.224832277285559
34.19,4904803.0,15.40572569095793,3.5607619513334936
70.96,3537786.0,15.079011948384759,4.2761104090823325
37.82,5559004.0,15.530929693377548,3.658935577740864
115.76,6962648.0,15.756070563347759,4.760120545985914
259.33,8638841.0,15.971779104019936,5.561950056992292
47.38,7030902.0,15.76582570504005,3.8790865051818813
21.57,1128011.0,13.935967349281427,3.1166215908294443
42.41,1738376.0,14.368462477279998,3.770689829311502
40.65,1103403.0,13.913910504972497,3.7293013686128518
292.92,15126945.0,16.531988214762066,5.683307621466816
88.66,6973014.0,15.757558257355287,4.496024738727294
48.74,6991476.0,15.760202393748699,3.9068094383752587
17.94,960753.0,13.775473671832422,2.9412760877579323
21.6,2131755.0,14.572456611189288,3.1179499062782403
66.32,3624367.0,15.1031904862435,4.209457369322605
42.41,6083307.0,15.621059184932433,3.770689829311502
105.32,3278569.0,15.002917909685573,4.66645341440499
21.92,2911841.0,14.884296428584923,3.132009891846539
41.15,2882547.0,14.874185183198326,3.7412346844478646
49.68,3342888.0,15.022345961141736,3.925531355452938
360.04,14797856.0,16.509992930952905,5.888988755518746
47.64,7070884.0,15.771496206842189,3.8844462376579116
8.55,1226435.0,14.019622960316351,2.256541154492639
321.71,14062158.0,16.458997988746017,5.776754087112024
28.88,1990444.0,14.503868789792328,3.3971893602646164
13.8,0.0,0.0,2.6946271807700692
130.62,6863561.0,15.741737106925104,4.879918983027973
19.12,2938167.0,14.893296815837441,3.0017143452315387
64.67,2321225.0,14.657606052338735,4.184642200202881
31.89,2536280.0,14.7462093928173,3.4931686602009657
119.2,7471482.0,15.82660406484814,4.789157022101107
124.66,4777761.0,15.379482793990583,4.833579846974801
22.5,3638433.0,15.107063927261622,3.1570004211501135
29.57,2238725.0,14.62141751203159,3.420019135902743
70.17,2696642.0,14.807518224061058,4.26507138131118
67.94,2894422.0,14.878296339970811,4.233236561088719
27.77,3983784.0,15.197742930366962,3.3593331775634567
14.5,688110.0,13.441705441111335,2.740840023925201
14.66,2103276.0,14.559007162606308,2.751109690562657
75.2,4618360.0,15.345550438210267,4.333361462692601
20.91,2996502.0,14.912956500047905,3.086943153607375
71.93,10317852.0,16.14938625373816,4.289500076996142
202.49,27873722.0,17.14319497503598,5.315616863626098
182.58,6258938.0,15.649521239893536,5.212650539790945
96.17,5019023.0,15.428746050454688,4.576462021851348
53.56,5175294.0,15.45940690032191,3.9993010135352067
953.12,80627768.0,18.20535367667651,6.860789449701392
92.68,7015692.0,15.763660054950217,4.539884719289462
45.6,2272549.0,14.636413106991947,3.8416005411316
38.62,2610517.0,14.77505922703977,3.6793340412704048
28.78,3323813.0,15.016623476713143,3.393837027255863
53.36,7654264.0,15.850773566788092,3.995628589282943
288.43,14217061.0,16.46995335058462,5.66791347157529
54.11,7761927.0,15.864741314908162,4.009331187895144
60.98,2432127.0,14.704277152262149,4.126811752359602
23.56,3012448.0,14.918263927177161,3.2011191032789417
604.45,18715848.0,16.74488126297246,6.405971983200375
1222.69,51324836.0,17.753685345023996,7.109626163020666
500.93,0.0,0.0,6.2184606677376815
235.69,17871658.0,16.698726719983757,5.466751268056719
41.9,5760221.0,15.56648657359603,3.758871825933971
84.18,5186267.0,15.461524921339027,4.444766664495067
123.18,14292832.0,16.475268780781853,4.821732125936747
1891.47,56652364.0,17.852444292139698,7.545638133138403
333.3,15633396.0,16.564920017234776,5.812038793426053
282.72,8933559.0,16.005325529625413,5.647987836333886
23.95,3511630.0,15.07159115987995,3.2168738221975275
21.04,2403497.0,14.69243573419598,3.092858984284714
35.09,5032796.0,15.431486451148128,3.586015818654697
59.29,8786453.0,15.988721775299174,4.099166252501314
129.02,17832980.0,16.696560165993606,4.867688284776323
104.51,14991744.0,16.52301027424418,4.658805735154001
75.0,4775816.0,15.37907561673756,4.330733340286331
33.36,4693471.0,15.361683165044148,3.536893097116055
75.45,8104771.0,15.90796358197277,4.336636932375072
46.23,2336480.0,14.664156509268455,3.8550292839080256
49.26,2502420.0,14.73276922124165,3.917209532115446
53.32,7649110.0,15.850099989899585,3.9948924832504407
106.19,15232788.0,16.538960833516306,4.674602960703428
137.15,6228591.0,15.644660862010788,4.9283400513694255
90.15,12931002.0,16.37513831927858,4.512506501124672
67.48,10186558.0,16.1365796641669,4.226541731833486
120.75,17320768.0,16.667416859651038,4.801969761962699
8.72,1532735.0,14.24256493167358,2.2741856184723477
57.03,5101817.0,15.445107504762245,4.060960118202517
45.0,6455470.0,15.680438546293427,3.828641396489095
260.94,7723851.0,15.859823761290519,5.568115469901257
66.23,4249064.0,15.26220951669705,4.208119576480946
145.82,9284952.0,16.04390569082829,4.989207346682635
107.84,8958118.0,16.008070829876374,4.689878913915045
7.13,1023418.0,13.838659540746551,2.0955609235597192
81.92,3414552.0,15.043557149301181,4.417876287567579
89.41,6897136.0,15.746616955925006,4.504354880749275
20.65,2953829.0,14.898613191331465,3.075005454448499
78.48,3630150.0,15.104784803172013,4.375505417683616
196.67,6174194.0,15.635889067607671,5.286598973593838
44.06,2481115.0,14.724219016921529,3.8079949350040985
294.93,17878054.0,16.69908454103196,5.6901229398702355
32.62,4678999.0,15.358594969848353,3.5151211279804695
61.26,8787353.0,15.988824200453788,4.131319165013462
143.3,12823965.0,16.36682632198916,4.971894465779825
54.05,7752682.0,15.863549534966758,4.008241863168689
63.06,8168547.0,15.915801727663302,4.159820144181012
60.02,4685274.0,15.359935169904253,4.1112016792885235
262.85,12374414.0,16.331141592574365,5.575380759851677
95.8,9088373.0,16.022506572265314,4.572646994282532
238.61,18635778.0,16.740593893080533,5.479012601597407
322.79,10845096.0,16.199223646417035,5.7800951575053645
1992.96,284867168.0,19.467533555902616,7.597877890140034
108.42,15552193.0,16.55971227988439,4.69519368863568
608.53,24589070.0,17.017812633893513,6.4126881683827115
143.53,10115731.0,16.1296023937362,4.97348709846075
69.71,5288304.0,15.48100833661133,4.25858700561615
153.12,5730011.0,15.561228182929566,5.037731519757957
27.66,2713835.0,14.81387369013773,3.3555024224000256
71.38,8063959.0,15.902915308963523,4.281930018135596
18.3,2625300.0,14.780706114100807,2.9601050959108397
225.75,33300954.0,17.321096633218126,5.423848088995246
132.59,19018762.0,16.760936576163168,4.8947754080017205
118.83,17044842.0,16.65135825259943,4.786074071694426
50.14,6618215.0,15.705336405190371,3.9345669698630408
13.88,1990749.0,14.50402201011969,2.700018029404946
163.11,7090985.0,15.774334957950522,5.100536934691537
277.98,0.0,0.0,5.631140094664089
35.69,2982178.0,14.908164799332916,3.6025042383671906
57.18,8900103.0,16.001573520027353,4.063541653067055
834.96,93255440.0,18.35085296331146,6.728580765050051
92.21,8782949.0,15.988322900067384,4.5348550120730655
39.44,4303113.0,15.274849504614117,3.6998193941522706
394.71,16204393.0,16.600792997993068,5.980681619742513
97.2,13943064.0,16.450492810003773,4.58700621536042
30.22,4728531.0,15.369125352888634,3.441058915087286
66.77,2781100.0,14.838357450427893,4.216119619148022
133.54,6794765.0,15.731663167888318,4.90186155259746
54.51,6595603.0,15.701913924473683,4.01656318470207
12.53,1796889.0,14.401567950759096,2.604909442182697
79.17,12156670.0,16.313388630574053,4.38414938005486
117.75,4956102.0,15.416130304404636,4.7770204429147505
78.15,2885626.0,14.875252765333903,4.371344786327021
154.96,7984819.0,15.89305279711042,5.049599564114397
174.97,7449873.0,15.823707677461043,5.17031352596367
50.27,2019254.0,14.518239189468371,3.9371057857956093
391.82,13489560.0,16.41742668503025,5.973351491681055
64.19,9207485.0,16.035527406800608,4.177306082936448
73.77,5658344.0,15.548642004594468,4.314416735011824
15.97,2222202.0,14.614009604144634,2.831447079246135
4.65,724422.0,13.493130754901497,1.7316555451583497
105.41,0.0,0.0,4.6672995574536404
91.73,13158205.0,16.39255615238028,4.529692044812134
87.07,5415438.0,15.504764506229943,4.478131952817368
13.3,1907697.0,14.46140783754019,2.6602595372658615
18.44,2645229.0,14.788268576015776,2.967332799032293
21.24,1018372.0,13.833716813697917,3.1018924693823817
11824.89,292746272.0,19.494816829361916,9.378046474798534
364.64,12795975.0,16.364641304463667,5.901649242785618
139.21,12042732.0,16.303971965441338,4.94314129873304
53.09,7891175.0,15.881255731144952,3.9906493258833358
13.55,1242024.0,14.032253670097456,2.6775909936175015
231.39,7620321.0,15.846329183987866,5.448416994792074
464.77,14418807.0,16.484044023436205,6.143691950051955
268.0,9375125.0,16.053570569730432,5.594711379601839
7.21,1033846.0,13.848797354049786,2.105352923464337
323.87,14490864.0,16.489029008857415,5.783425102308398
262.9,10988386.0,16.212349545817347,5.575570243509278
10.6,1758334.0,14.379877896525144,2.451005098112319
19.98,1276798.0,14.059866722469355,3.043569602968151
188.13,25338712.0,17.047843942301466,5.242434609300363
124.92,5645325.0,15.546338504119854,4.835646784669093
74.07,10624295.0,16.178654011756013,4.318421011584911
19.06,892300.0,13.701558798586932,2.9987277825337895
97.97,3210357.0,14.981893015367334,4.5948167739086
238.77,10248248.0,16.14261741968742,5.479680130513679
33.12,4751090.0,15.37388483384797,3.5298837226234783
5.74,864226.0,13.669590744759802,1.9080599249242156
7.83,1170128.0,13.972624557106403,2.178155014615869
11.22,1609757.0,14.291594415103875,2.503073953743449
4.73,779606.0,13.566545225538803,1.7457155307266483
323.34,9195006.0,16.034171177303573,5.781792348291228
12.39,1907444.0,14.461275208173285,2.5945081597030812
5.63,867879.0,13.673808735237309,1.891604804197771
27.69,962909.0,13.777715228468871,3.3565486299932736
82.72,2886963.0,14.875715988875603,4.427477897577799
94.21,5273117.0,15.478132396415074,4.5560849782976
60.07,1607570.0,14.290234902081211,4.112020747235043
11.82,1930914.0,14.473504541798613,2.551006451492524
27.86,1509350.0,14.227190315075541,3.3624565533457247
17.0,2438430.0,14.706865357648244,2.8903717578961645
36.42,2043385.0,14.530118793789768,3.6222053208459437
44.96,6805895.0,15.733299853291504,3.827771452980555
35.37,2431782.0,14.704135291113547,3.5937442589988975
13.45,2055297.0,14.535931407564675,2.670694414558441
32.87,866612.0,13.672347789329365,3.5225296668296804
4.54,743180.0,13.518694901031184,1.7119945007591924
54.62,2837586.0,14.858464601094715,4.018542848805819
7.25,1182435.0,13.983087275261978,2.1102132003465894
23.79,1236564.0,14.027847932293474,3.210440346047099
4.69,734115.0,13.50642233325708,1.7387102481382397
67.97,2394561.0,14.688710891100296,4.2336716274432
126.27,4437673.0,15.305640923264672,4.846310814003956
101.23,3275027.0,15.001836976633262,4.627225176768922
70.16,2962459.0,14.901530562224664,4.264930862797635
2.36,358937.0,12.790904950605857,1.2119409739751128
4.03,641407.0,13.371421038879342,1.6154199841116479
4.56,700862.0,13.460067711824076,1.715598108262491
17.79,588117.0,13.284682887019281,2.933324813425374
56.54,4528085.0,15.325809891617654,4.052480358123402
13.77,803906.0,13.597238869828832,2.6925980965432883
23.03,3303989.0,15.010641386984043,3.1793030497483774
41.98,2055622.0,14.536089522984883,3.7607348912143643
73.34,2363743.0,14.67575736061208,4.308649164869106
379.34,14810194.0,16.510826352936505,5.94106558952413
12.91,827582.0,13.626264683318238,2.6326080059353516
105.01,3096245.0,14.945700967899526,4.663533429285006
